workclass,education,marital_status,occupation,relationship,race,gender,native_country,age,fnlwgt,educational_num,capital_gain,capital_loss,hours_per_week
1,9,2,9,0,4,1,38,38,316470,13,0,0,40
3,9,2,11,0,4,1,39,55,380357,13,0,0,60
3,15,3,9,1,1,0,2,36,101318,10,0,0,40
3,15,2,2,0,4,1,38,43,71738,10,0,0,40
0,9,2,9,0,4,1,38,38,81232,13,0,0,40
3,11,2,2,0,4,1,38,36,101192,9,0,0,40
3,14,2,9,0,4,1,38,32,105749,15,0,0,40
4,10,2,3,0,4,1,38,41,443508,16,99999,0,60
5,9,2,11,0,4,1,38,66,325537,13,0,0,40
5,0,2,4,0,4,1,38,46,24367,6,0,0,99
3,12,2,9,0,4,1,38,38,108140,14,7298,0,50
4,12,2,3,0,1,1,23,43,504423,14,0,0,60
3,9,2,3,0,4,1,38,48,107231,13,0,0,55
5,9,2,3,0,4,1,38,36,52870,13,4386,0,50
3,11,2,3,0,4,1,38,36,186934,9,0,0,50
4,9,2,9,0,4,1,38,57,37394,13,0,0,50
3,9,4,3,1,4,1,38,34,312055,13,0,0,40
3,11,2,0,5,4,0,38,58,49159,9,0,0,40
3,12,0,7,1,2,0,38,51,229225,14,0,0,18
5,15,2,11,0,4,1,39,49,77404,10,0,0,44
3,9,4,3,1,4,1,38,32,94041,13,0,0,40
6,8,2,10,0,4,1,30,50,322840,11,0,0,40
0,9,2,3,0,2,1,38,47,746660,13,0,1887,40
3,12,2,3,0,4,1,38,33,327112,14,0,0,60
3,11,2,3,0,4,1,38,46,145636,9,3103,0,50
6,12,2,9,0,1,1,18,45,255456,14,0,0,50
6,11,2,3,0,4,1,38,32,59083,9,0,0,60
3,9,2,3,0,4,1,38,35,415167,13,0,0,60
3,12,2,9,0,4,1,38,45,272442,14,0,0,50
4,9,2,3,0,4,1,38,30,127651,13,15024,0,65
3,12,2,3,0,4,1,38,34,154120,14,15024,0,60
1,12,2,9,5,4,0,38,35,110075,14,15024,0,50
0,12,2,9,0,4,1,38,45,126754,14,0,0,45
3,9,2,3,0,4,1,38,35,188391,13,0,0,55
3,15,2,13,0,4,1,38,35,101073,10,0,0,45
3,15,2,0,0,1,1,27,49,90907,10,0,0,40
3,9,2,3,0,4,1,38,35,208358,13,0,0,37
3,9,2,2,0,2,1,38,42,171069,13,15024,0,40
3,15,0,9,1,2,0,38,46,53540,10,0,0,40
5,8,2,2,0,4,1,38,48,175622,11,0,0,40
3,9,2,10,0,4,1,38,51,266336,13,0,1902,50
4,14,2,9,0,4,1,38,43,253811,15,0,2415,55
6,9,2,3,0,4,1,38,53,119570,13,0,0,45
3,15,2,11,5,4,0,38,39,370549,10,0,0,30
5,12,2,9,0,4,1,38,44,234767,14,0,0,30
3,9,2,3,0,4,1,38,40,104196,13,0,0,60
5,11,2,2,0,4,1,38,64,169604,9,0,0,30
3,12,2,11,0,4,1,38,50,230858,14,0,0,50
3,9,2,3,0,4,1,38,28,339897,13,0,0,40
3,9,2,12,0,4,1,38,30,46492,13,0,1902,40
3,9,2,12,5,4,0,38,58,204678,13,0,0,40
4,11,2,13,0,4,1,38,31,264554,9,0,1977,40
3,9,2,3,0,4,1,38,40,96497,13,0,0,50
7,11,2,14,0,4,1,38,62,194660,9,0,0,40
0,12,2,3,0,4,1,38,62,164021,14,0,0,40
5,11,2,13,0,4,1,38,51,323963,9,0,0,60
3,9,2,9,0,4,1,38,61,289950,13,0,0,44
0,9,2,9,0,1,1,29,44,320451,13,15024,0,40
3,8,2,2,0,4,1,38,48,193188,11,0,0,40
3,12,0,3,1,4,0,38,39,113725,14,8614,0,40
3,11,2,13,0,4,1,38,31,113364,9,0,0,40
3,7,0,3,4,4,0,38,45,83993,12,0,0,56
3,11,2,3,0,4,1,38,33,194336,9,5178,0,50
3,9,4,3,1,4,0,38,40,77313,13,0,0,60
3,12,0,11,1,4,1,38,47,209146,14,27828,0,40
3,15,2,12,3,4,0,38,40,173001,10,0,1902,40
3,9,0,3,1,4,1,38,40,277256,13,0,2559,55
3,12,2,9,0,4,1,38,42,49255,14,4386,0,40
8,11,2,5,0,4,1,38,64,209291,9,0,0,60
3,12,2,9,0,4,1,38,45,213140,14,0,1977,52
3,9,2,11,0,4,1,38,41,483201,13,0,0,40
5,14,2,9,0,4,1,38,69,165017,15,0,0,40
4,11,2,11,0,4,1,38,40,275366,9,0,0,50
3,11,2,12,0,4,1,38,59,188872,9,0,0,40
3,9,2,9,0,4,1,38,33,158800,13,0,0,40
3,8,2,2,5,4,0,38,44,107683,11,4386,0,40
6,12,0,3,1,4,1,38,47,304512,14,0,0,50
3,9,2,8,5,4,0,38,34,167049,13,0,0,20
4,15,2,3,0,4,1,38,39,88973,10,0,0,84
3,11,2,12,0,4,1,38,52,210736,9,0,0,40
3,9,2,11,0,4,1,38,28,220043,13,0,0,40
0,11,2,6,0,4,1,38,54,72257,9,7688,0,40
3,9,2,0,0,4,1,38,46,168262,13,0,0,40
3,15,2,3,0,4,1,38,46,153536,10,3103,0,40
3,11,2,5,0,4,1,38,36,189703,9,0,0,60
3,15,2,6,5,4,0,38,42,231832,10,0,0,45
3,11,2,0,0,4,1,38,39,33223,9,0,0,40
3,11,2,11,0,2,1,38,44,172026,9,0,0,40
3,15,2,6,0,4,1,38,33,154227,10,0,0,40
3,9,4,2,1,4,1,38,48,207540,13,99999,0,60
3,8,2,0,0,4,1,21,35,132879,11,15024,0,40
5,9,2,4,0,4,1,38,47,326292,13,0,0,60
3,9,4,9,1,4,1,38,34,112115,13,0,0,40
3,10,2,9,0,4,1,38,58,125317,16,0,0,60
3,15,2,11,0,4,1,38,46,186256,10,0,1902,55
3,15,2,2,0,4,1,38,41,149576,10,0,0,40
3,9,2,3,0,4,1,38,40,226902,13,0,0,40
3,11,2,2,0,4,1,38,55,200939,9,0,0,48
4,14,2,9,0,4,1,38,46,192128,15,0,0,45
3,12,2,3,5,4,0,38,31,188798,14,0,0,40
3,15,2,2,0,4,1,38,52,172962,10,0,0,40
3,7,4,11,1,4,1,38,40,165858,12,0,0,80
3,14,2,11,0,4,1,38,81,164416,15,0,0,45
1,12,2,9,5,4,0,38,51,205100,14,0,0,32
3,12,4,3,1,4,1,38,46,215895,14,4787,0,60
3,15,2,12,0,4,1,38,65,185455,10,0,0,40
3,9,2,3,0,4,1,38,27,131712,13,0,1485,50
3,15,2,11,0,4,1,38,73,57435,10,0,0,20
3,15,2,3,0,4,1,38,28,101774,10,0,1848,50
3,8,4,11,1,4,0,38,45,145637,11,14344,0,48
3,9,2,3,0,4,1,38,34,172714,13,0,0,45
3,8,2,0,0,4,1,1,72,188528,11,0,0,45
0,15,2,2,0,4,1,38,54,89705,10,0,0,40
0,15,5,9,1,2,0,38,51,335481,10,0,0,40
1,9,2,9,0,4,1,38,48,121124,13,0,0,55
3,6,2,13,0,4,1,38,52,254230,5,0,0,45
5,8,2,4,0,4,1,38,37,31095,11,0,0,60
3,15,2,2,0,4,1,38,37,149347,10,0,0,40
6,9,2,3,0,4,1,38,48,185859,13,0,0,38
3,11,2,5,0,4,1,38,39,365430,9,0,0,40
3,11,2,13,0,4,1,38,54,230919,9,7688,0,60
3,9,2,3,0,4,1,38,35,305379,13,0,1887,50
3,11,2,6,0,4,1,38,32,256362,9,0,0,40
4,12,4,3,1,4,0,38,49,106634,14,27828,0,35
6,12,2,10,0,4,1,38,40,255824,14,0,0,40
3,9,2,11,0,4,1,38,54,145419,13,0,0,60
3,12,2,11,0,4,1,38,32,87310,14,0,0,60
3,10,2,9,0,4,1,38,33,473133,16,15024,0,50
6,9,2,2,0,4,1,38,32,27051,13,0,0,52
3,9,2,0,5,1,0,38,29,163708,13,0,0,45
4,15,2,11,0,4,1,38,43,84924,10,0,0,44
3,15,2,3,5,4,0,38,36,167691,10,0,0,40
0,15,2,12,0,4,1,38,45,182470,10,0,0,40
3,9,2,9,0,4,1,39,37,177907,13,0,0,40
3,11,2,5,0,4,1,38,51,238481,9,0,1902,42
0,11,0,0,1,4,0,38,73,142426,9,25124,0,20
3,14,0,9,1,2,0,38,39,82699,15,13550,0,70
3,7,2,3,0,4,1,38,32,236861,12,0,0,45
3,14,2,12,0,4,1,38,42,198229,15,0,0,65
1,9,2,9,0,4,1,38,41,271927,13,0,0,45
3,0,2,13,0,4,1,38,29,394927,6,0,0,45
3,9,2,9,5,4,0,38,39,109351,13,0,0,30
3,15,2,0,0,4,1,38,47,64563,10,7688,0,42
1,12,4,9,3,4,0,38,41,135056,14,8614,0,50
3,11,2,2,0,4,1,38,34,150154,9,0,0,50
0,9,2,9,0,4,1,38,44,55363,13,0,1887,40
3,9,2,3,0,4,1,38,48,186299,13,0,0,40
3,9,2,3,0,4,1,38,36,168055,13,5178,0,40
3,9,2,3,0,4,1,38,49,393715,13,15024,0,50
3,7,2,3,0,4,1,38,42,435356,12,0,0,44
3,9,2,9,0,4,1,38,43,185860,13,0,0,40
0,11,2,0,0,4,1,38,39,135500,9,0,0,40
7,15,2,14,5,4,0,38,57,182836,10,3103,0,40
4,12,2,3,0,4,1,38,80,164909,14,99999,0,54
0,9,4,3,1,4,1,38,28,329426,13,0,0,50
3,15,2,0,5,4,0,38,34,85632,10,0,0,40
3,10,2,9,0,4,1,38,48,102359,16,0,0,60
3,8,2,13,0,4,1,38,51,25932,11,0,0,99
5,14,2,9,0,4,1,38,46,45564,15,0,0,40
0,7,2,3,0,1,1,38,61,95680,12,3103,0,40
3,7,2,9,2,4,1,38,35,327164,12,0,0,40
3,9,4,11,1,4,1,38,29,244246,13,8614,0,50
1,15,2,2,0,4,1,38,59,358747,10,0,0,55
3,9,2,11,0,4,1,38,38,91039,13,5178,0,48
3,9,2,2,0,4,1,38,44,97159,13,0,0,40
0,12,0,3,1,4,1,39,55,212600,14,0,0,40
3,9,2,3,0,4,1,38,65,90113,13,0,0,60
3,9,2,9,0,4,1,39,44,227065,13,99999,0,40
3,15,2,2,0,4,1,38,33,317660,10,0,0,40
1,11,2,10,0,4,1,38,37,203628,9,0,0,54
6,9,2,9,5,4,0,38,49,160812,13,0,0,40
1,1,2,3,0,4,1,38,61,77072,7,0,0,40
3,14,2,3,0,4,1,38,40,356934,15,0,0,50
3,9,2,3,0,4,1,39,57,143266,13,7298,0,60
3,9,2,9,5,4,0,38,30,385177,13,0,0,24
3,11,2,3,0,4,1,38,38,179481,9,0,0,50
3,9,4,11,1,4,1,38,33,127651,13,8614,0,40
1,12,2,3,0,4,1,38,48,125892,14,0,0,40
3,15,2,0,0,4,1,38,41,145175,10,3103,0,40
3,5,2,13,0,4,1,38,63,125954,4,0,0,44
3,15,2,11,0,4,1,38,35,102178,10,0,0,48
3,11,2,2,0,4,1,38,63,209790,9,0,0,40
3,15,2,11,0,4,1,38,44,318046,10,0,0,35
1,11,2,2,0,4,1,38,56,204021,9,0,0,40
5,12,2,11,0,4,1,38,54,236157,14,0,0,40
3,11,2,3,0,4,1,38,42,144002,9,0,0,50
3,11,2,11,0,4,1,38,37,126954,9,0,0,40
0,15,2,12,0,4,1,38,43,205675,10,0,0,75
3,9,2,2,0,4,1,38,54,266598,13,0,0,40
3,11,2,4,0,4,1,38,40,219869,9,99999,0,75
3,9,4,9,1,4,1,38,38,152307,13,0,0,41
3,9,2,0,0,4,1,38,43,149102,13,0,0,40
3,11,2,11,0,4,1,39,63,181153,9,0,0,50
0,9,2,9,0,4,1,38,36,223749,13,0,0,40
3,8,0,11,1,4,1,38,51,165278,11,0,0,46
3,11,2,13,0,4,1,38,47,274883,9,0,0,65
3,11,2,0,0,4,1,21,34,256362,9,0,0,40
5,11,6,3,1,4,0,38,59,156797,9,13550,0,60
3,7,2,6,0,4,1,38,33,208881,12,7298,0,60
3,8,6,3,4,4,0,38,39,159168,11,0,3004,40
4,9,2,11,0,4,1,38,54,117674,13,0,0,40
3,11,2,13,0,2,1,38,59,217747,9,0,0,40
6,9,2,9,0,4,1,38,32,204052,13,0,0,45
3,11,2,13,0,4,1,38,38,256864,9,0,0,50
5,11,2,3,0,4,1,38,39,306678,9,0,0,40
3,9,2,3,0,4,1,38,43,77373,13,0,0,47
5,11,0,3,1,4,1,38,56,51916,9,0,0,50
3,8,2,9,5,4,0,38,34,159008,11,0,0,36
3,7,2,11,0,4,1,38,58,315081,12,0,0,42
4,9,2,5,0,4,1,38,28,173944,13,15024,0,65
6,9,2,9,0,4,1,38,34,49325,13,0,0,40
3,6,2,2,0,4,1,38,38,425502,5,0,0,40
3,9,0,9,1,4,1,38,48,155781,13,0,2231,30
1,11,2,10,0,4,1,38,37,216473,9,0,0,48
0,9,2,9,0,4,1,39,47,169549,13,7298,0,60
3,11,2,0,5,4,0,38,56,288530,9,0,0,37
3,15,2,3,0,4,1,38,64,47589,10,15024,0,50
3,9,2,9,0,1,1,38,31,72887,13,0,0,47
3,15,2,11,0,4,1,38,52,357596,10,0,0,48
3,9,2,0,5,4,0,38,48,146497,13,0,0,50
3,9,2,9,0,4,1,38,33,317809,13,0,0,40
3,2,2,6,0,2,1,38,59,194573,8,0,0,40
7,7,2,14,0,4,1,38,72,144461,12,0,0,16
1,12,2,3,0,4,1,38,52,240638,14,0,0,50
3,10,2,9,0,4,1,38,51,177927,16,0,0,60
3,9,2,0,0,4,1,38,25,262617,13,0,0,55
3,15,2,6,0,4,1,38,60,119684,10,3103,0,40
3,11,2,3,0,4,1,38,35,122353,9,0,0,40
3,9,4,9,1,4,1,38,31,75755,13,0,0,50
3,12,4,9,1,4,1,38,43,91316,14,0,0,60
4,9,2,11,0,4,1,38,41,104813,13,0,0,40
3,14,2,9,0,4,1,39,35,366842,15,0,0,80
4,15,2,3,0,4,1,38,48,214994,10,0,0,55
3,8,2,9,5,4,0,38,43,249039,11,0,0,36
3,15,2,9,0,4,1,38,54,259323,10,0,0,40
3,11,2,9,0,4,1,38,60,156774,9,0,0,45
3,10,2,3,0,4,1,38,62,93997,16,99999,0,40
4,12,2,3,0,4,1,38,39,91039,14,15024,0,45
3,9,2,9,0,4,1,38,41,304175,13,0,0,55
5,9,2,3,0,4,1,38,29,102326,13,0,0,40
3,9,4,11,1,4,1,38,29,256764,13,0,1564,40
3,7,2,13,0,4,1,38,59,165695,12,0,0,32
3,11,2,2,0,4,1,38,55,127728,9,0,0,50
3,15,0,3,1,4,1,38,48,168038,10,0,1564,50
3,9,2,11,0,4,1,38,32,154950,13,0,1977,44
1,12,2,3,0,4,1,38,57,101444,14,0,0,40
3,12,2,3,0,4,1,38,38,455379,14,0,0,60
3,11,5,2,1,4,1,38,43,180138,9,0,0,40
3,7,2,7,5,4,0,38,33,321709,12,0,0,15
3,15,2,11,0,4,1,38,39,215981,10,0,0,40
3,9,2,11,0,4,1,38,55,102058,13,0,0,40
0,15,2,3,0,0,1,38,64,353479,10,0,0,45
3,11,2,13,0,4,1,38,32,360761,9,0,0,60
3,8,2,3,0,4,1,38,46,268234,11,0,1902,40
4,9,2,3,0,4,1,38,59,110457,13,0,0,50
4,8,2,3,0,4,1,38,59,95835,11,0,0,55
6,12,5,2,1,4,1,38,30,352045,14,99999,0,40
3,8,2,9,5,4,0,38,46,205816,11,0,0,40
5,11,2,11,0,4,1,38,46,102869,9,0,0,40
3,6,2,2,0,4,1,38,57,257200,5,0,0,40
3,11,2,2,0,4,1,38,39,531055,9,0,0,40
3,12,2,3,0,4,1,38,32,162572,14,0,1977,48
1,14,2,9,0,4,1,39,41,75313,15,0,0,40
3,15,2,11,5,4,0,38,46,173461,10,0,0,40
3,14,2,9,0,4,1,38,48,349986,15,99999,0,50
4,11,2,3,0,4,1,38,38,320811,9,0,0,50
5,14,2,9,0,4,1,38,40,121012,15,0,1977,50
1,8,2,7,0,4,1,38,34,454076,11,0,0,40
3,1,2,2,0,4,1,38,63,190296,7,0,1902,40
7,15,2,14,0,4,1,38,64,22228,10,0,0,10
4,12,2,9,0,4,1,21,67,127605,14,20051,0,60
3,11,2,12,0,2,1,38,46,233802,9,0,0,40
5,15,2,2,0,4,1,38,46,182689,10,3103,0,35
5,12,2,9,5,4,0,38,37,400287,14,0,1887,15
1,9,2,9,5,2,0,38,49,452402,13,7688,0,35
3,11,2,13,0,4,1,38,27,285897,9,0,1887,40
5,15,2,3,0,4,1,38,32,292465,10,0,0,35
7,5,2,14,0,4,1,20,62,139391,4,0,0,40
5,12,4,3,1,2,0,38,33,190027,14,0,0,70
5,9,2,12,0,4,1,38,46,204698,13,0,0,40
1,12,2,9,0,4,1,38,46,200727,14,0,0,50
5,11,0,2,1,4,1,38,32,33404,9,10520,0,50
0,15,2,3,0,4,1,38,63,31115,10,15024,0,40
3,9,2,9,0,4,1,38,40,168071,13,0,0,45
3,9,2,11,0,4,1,38,39,35890,13,0,0,50
3,9,2,2,0,4,1,38,31,263561,13,0,0,40
3,15,2,3,0,4,1,38,52,201783,10,7688,0,40
3,15,2,11,5,4,0,38,28,193125,10,0,0,40
3,11,2,0,5,4,0,38,28,126060,9,99999,0,36
3,14,4,9,1,4,1,38,52,186826,15,0,1564,40
3,9,2,3,0,4,1,38,33,594187,13,0,1902,60
3,8,2,7,0,4,1,38,39,269323,11,0,1485,38
3,8,2,9,5,4,0,38,33,96480,11,7688,0,40
4,9,2,3,0,4,1,38,49,120121,13,0,0,50
3,8,2,2,0,1,1,18,33,122749,11,0,0,40
4,11,2,11,0,4,1,38,56,236676,9,0,0,50
3,15,2,11,0,1,1,38,32,72887,10,0,0,40
5,9,2,9,0,4,1,38,71,401203,13,0,0,34
1,12,2,9,5,2,0,38,40,166822,14,0,0,36
3,15,2,3,0,4,1,38,59,187485,10,0,0,45
3,11,2,11,0,4,1,38,50,110327,9,0,0,50
3,10,6,9,1,4,0,38,51,103995,16,10520,0,60
6,9,0,3,1,4,1,38,51,71691,13,0,0,60
3,15,2,3,0,4,1,38,56,442116,10,0,0,54
3,7,2,3,0,4,1,38,48,268022,12,7298,0,55
3,11,2,2,0,4,1,38,50,339954,9,0,0,40
0,14,2,0,0,4,1,38,53,169112,15,0,0,45
3,9,2,9,0,4,1,39,62,216765,13,0,0,40
3,11,2,2,0,4,1,38,51,335997,9,0,1902,40
3,14,2,9,5,4,0,38,54,312631,15,0,1887,50
0,7,4,12,1,1,0,38,34,96483,12,0,0,60
5,14,2,9,0,4,1,38,40,223881,15,0,0,60
3,10,2,9,0,4,1,38,33,192644,16,0,1977,90
5,9,2,11,0,4,1,38,45,58683,13,5178,0,48
3,12,2,3,0,4,1,38,46,117849,14,99999,0,50
5,11,2,9,0,4,1,38,42,193882,9,0,0,50
3,9,2,9,5,4,0,38,41,107845,13,0,0,40
4,14,2,9,0,4,1,38,45,188694,15,0,0,50
3,15,2,3,5,1,0,38,37,302903,10,0,0,40
3,11,2,13,0,4,1,38,47,172753,9,0,0,85
3,12,2,9,5,4,0,38,31,181388,14,0,1902,45
3,9,2,11,0,1,1,38,57,81973,13,15024,0,45
3,9,2,11,0,4,1,38,44,328581,13,0,0,50
3,9,2,3,0,4,1,38,31,174201,13,0,0,40
3,12,3,3,1,1,1,18,40,137421,14,0,0,35
3,9,2,9,0,4,1,38,34,153927,13,0,0,40
1,12,2,3,0,4,1,38,52,311569,14,0,0,50
6,15,2,9,0,1,1,38,57,344381,10,7688,0,75
3,12,0,3,1,4,0,38,59,47534,14,0,0,45
3,15,2,3,0,4,1,38,47,257824,10,0,0,45
3,11,2,7,0,4,1,11,42,89226,9,7688,0,40
3,2,6,6,1,4,1,38,51,135388,8,0,1564,40
3,12,2,3,0,4,1,38,43,301007,14,7298,0,50
5,15,2,11,0,4,1,38,64,253759,10,0,1977,50
3,12,2,9,0,4,1,38,36,48855,14,0,0,38
3,11,2,2,0,2,1,38,44,104269,9,0,0,40
3,11,2,2,0,4,1,38,27,173944,9,0,0,40
4,9,2,3,0,4,1,38,50,82578,13,0,0,40
3,11,2,0,0,4,1,38,25,250038,9,0,0,40
3,9,2,9,0,4,1,38,70,135601,13,20051,0,35
4,7,2,3,0,4,1,38,49,93557,12,0,0,45
5,8,0,9,1,4,0,38,75,157778,11,15831,0,50
5,1,6,3,1,4,0,38,66,67765,7,0,0,84
3,11,2,11,0,4,1,38,46,118889,9,0,0,68
3,9,2,9,0,4,1,21,42,173981,13,0,0,40
3,9,2,3,0,4,1,38,63,195338,13,15024,0,45
3,11,2,13,0,4,1,38,56,182062,9,0,0,48
3,12,4,9,1,4,1,38,42,111483,14,0,0,48
0,9,2,9,0,1,1,38,36,72338,13,0,0,40
3,15,2,11,0,4,1,38,50,176240,10,0,0,50
3,8,2,2,0,4,1,38,48,196707,11,0,0,40
0,8,2,1,0,4,1,39,27,190653,11,0,0,40
5,9,2,3,5,4,0,38,49,181717,13,0,0,7
5,15,2,9,0,4,1,38,41,344624,10,0,0,60
3,12,2,3,0,4,1,38,38,187847,14,0,0,50
3,9,2,12,0,4,1,38,26,102476,13,0,0,40
3,15,2,9,0,4,1,38,36,99233,10,0,1887,40
0,9,2,3,0,4,1,38,54,151135,13,0,0,40
3,10,0,11,1,4,1,38,45,252242,16,99999,0,55
5,12,0,13,1,4,1,38,47,199083,14,0,2258,50
3,9,2,0,0,4,1,38,45,216414,13,7688,0,50
3,9,2,0,0,2,1,38,40,171305,13,0,0,60
3,10,2,9,0,4,1,8,53,95864,16,15024,0,50
3,12,2,3,0,4,1,8,56,359972,14,0,0,60
3,11,2,2,0,4,1,38,43,198282,9,0,0,40
4,9,2,3,0,4,1,10,46,211020,13,15024,0,60
1,9,2,9,0,4,1,38,32,43959,13,0,0,40
3,9,2,3,0,4,1,38,48,163706,13,15024,0,70
3,15,2,9,0,4,1,38,55,115439,10,0,0,40
3,8,4,2,4,4,1,38,27,98769,11,0,0,40
5,12,2,3,5,4,0,38,41,138077,14,0,0,10
1,15,2,12,0,4,1,38,30,339388,10,0,0,72
3,14,2,3,0,4,1,8,55,204334,15,0,1977,55
4,11,2,0,5,4,0,38,60,96660,9,0,0,8
3,9,2,3,0,4,1,38,47,183186,13,0,0,60
4,0,2,3,0,4,1,38,61,248160,6,7688,0,40
3,12,2,3,0,4,1,38,56,208640,14,0,0,40
3,9,6,0,1,4,0,38,54,343333,13,0,0,80
3,15,2,12,0,4,1,38,38,248941,10,0,0,40
4,9,2,12,0,4,1,38,54,151580,13,0,0,40
3,15,2,3,5,4,0,38,51,39264,10,0,0,40
6,9,2,12,0,4,1,38,53,153486,13,0,0,40
3,9,2,11,0,4,1,38,31,105479,13,0,0,50
3,9,2,11,0,4,1,38,53,230936,13,0,0,40
3,12,4,9,3,1,0,29,26,82488,14,0,0,40
3,15,2,2,0,4,1,38,44,235182,10,0,0,50
0,9,2,0,0,4,1,38,43,145175,13,0,0,42
3,9,2,3,0,4,1,38,44,121718,13,15024,0,48
3,12,2,3,0,1,1,39,49,140826,14,99999,0,50
4,15,2,3,0,4,1,38,36,173968,10,0,0,40
5,15,2,4,0,4,1,38,60,69887,10,0,0,50
3,11,2,5,0,4,1,38,39,57691,9,7298,0,40
3,9,2,9,0,4,1,38,35,193815,13,0,1977,48
0,12,2,12,0,1,1,2,58,256466,14,7688,0,40
1,8,2,10,0,4,1,38,37,215618,11,0,0,80
3,8,2,2,0,4,1,38,42,219155,11,0,0,45
3,11,2,3,5,4,0,38,35,23892,9,0,0,40
3,11,2,2,0,4,1,38,40,206927,9,0,1887,40
6,10,4,9,1,4,1,38,39,252662,16,0,2824,50
3,9,4,11,1,4,1,38,32,160594,13,0,1564,50
3,12,2,2,0,4,1,38,52,178596,14,0,0,45
5,9,2,12,0,4,1,23,32,176185,13,7298,0,40
3,11,2,2,0,4,1,38,28,370509,9,0,0,44
5,5,2,4,0,4,1,38,47,148738,4,0,0,72
3,15,2,2,0,4,1,38,37,342642,10,0,0,40
4,14,2,9,0,4,1,38,46,321764,15,0,0,50
3,9,2,3,0,4,1,38,30,154120,13,0,1977,60
3,6,2,2,0,4,1,38,47,138999,5,4386,0,48
3,9,2,3,0,4,1,38,43,222596,13,15024,0,50
3,11,2,13,0,4,1,38,45,186410,9,0,0,40
3,9,2,0,5,4,0,38,33,187802,13,0,1887,40
4,9,2,3,0,4,1,38,45,270079,13,0,0,50
3,0,2,2,0,4,1,38,55,200217,6,0,0,40
5,9,2,3,0,4,1,38,42,247422,13,0,0,45
7,1,2,14,0,4,1,38,66,249043,7,0,0,40
5,11,2,3,0,4,1,38,61,185640,9,0,0,30
3,11,2,0,0,2,1,38,34,191957,9,0,0,40
3,11,2,9,0,4,1,38,53,361405,9,0,0,40
3,9,2,3,0,4,1,38,44,116632,13,0,0,35
3,11,2,2,0,4,1,38,41,94113,9,99999,0,60
3,11,2,6,0,4,1,38,63,116993,9,0,0,40
0,7,2,0,5,2,0,38,53,218382,12,0,0,40
3,15,2,9,0,4,1,38,43,24264,10,0,0,40
6,11,2,2,0,4,1,38,50,78923,9,0,1485,40
1,11,2,2,0,4,1,38,43,211860,9,0,0,40
5,7,2,11,0,4,1,38,69,118174,12,20051,0,15
0,9,2,0,0,1,1,29,44,109414,13,0,1977,40
3,11,2,2,0,4,1,38,36,170174,9,15024,0,56
3,9,2,3,0,4,1,38,39,162370,13,0,0,40
7,15,4,14,3,4,1,39,22,52596,10,0,0,15
3,12,4,3,1,4,0,38,31,203463,14,99999,0,40
3,11,2,3,0,4,1,38,35,77792,9,0,0,45
4,11,2,3,0,4,1,38,58,120384,9,0,0,40
3,9,2,11,0,4,1,38,29,162298,13,0,0,55
3,11,4,9,1,4,0,20,34,159442,9,0,0,37
5,9,2,9,0,4,1,38,42,165815,13,0,0,52
3,11,2,12,0,4,1,38,35,210945,9,7298,0,38
3,9,0,3,1,4,0,38,41,30126,13,0,0,45
3,11,2,2,0,4,1,38,39,553588,9,0,1848,40
3,7,2,12,0,4,1,38,29,187750,12,0,0,40
4,4,2,3,0,1,1,2,59,76860,3,99999,0,40
3,15,4,3,1,4,1,38,42,256813,10,0,0,40
1,9,2,0,0,2,1,39,36,127424,13,0,0,50
5,11,2,9,0,4,1,38,45,390746,9,0,0,40
3,7,2,2,0,4,1,38,48,187715,12,0,1848,46
1,9,2,3,0,0,1,38,38,32587,13,0,0,50
3,9,2,11,0,4,1,38,35,250988,13,0,0,40
6,8,2,3,0,4,1,38,42,147206,11,0,0,40
1,9,2,0,5,4,0,38,36,287821,13,0,0,40
0,15,4,9,1,4,1,38,62,223163,10,0,0,40
3,15,2,13,0,2,1,38,66,171331,10,0,0,40
3,12,2,9,0,4,1,38,36,64874,14,0,0,60
3,7,2,11,0,4,1,38,34,196266,12,0,0,50
6,9,2,10,0,4,1,38,51,103063,13,7298,0,40
5,14,2,9,0,4,1,38,44,136986,15,0,1977,50
5,0,2,4,0,4,1,31,31,404062,6,0,0,55
5,12,2,11,0,4,1,38,56,368797,14,0,0,40
3,12,2,0,5,4,0,38,41,157473,14,0,0,50
3,12,2,3,0,1,1,16,36,153078,14,15024,0,40
3,11,2,6,0,4,1,38,31,179673,9,0,0,40
3,15,2,6,0,4,1,38,39,236648,10,0,1848,42
3,11,2,3,0,4,1,38,35,189102,9,0,0,55
5,11,3,2,1,4,1,38,34,203051,9,0,0,50
3,9,4,9,1,4,1,38,21,186087,13,0,0,40
1,9,2,13,0,4,1,38,34,117963,13,0,0,40
3,11,2,12,5,4,0,38,35,212195,9,0,0,35
5,9,2,3,0,4,1,38,42,52781,13,0,0,40
3,5,2,13,0,4,1,25,64,237581,4,0,0,48
1,12,0,9,4,4,1,38,47,246891,14,0,0,45
4,15,4,3,1,4,1,38,43,210013,10,0,0,50
5,9,6,4,1,4,1,38,72,298945,13,0,0,40
1,15,2,3,0,4,1,38,34,108247,10,0,0,45
3,11,2,13,0,4,1,38,31,103642,9,0,0,45
3,15,2,0,0,4,1,38,41,247081,10,0,0,40
3,0,2,13,0,4,1,38,37,166115,6,0,0,50
